"","Раздел","Категория Revit","Семейство","Версия","Описание изменения","Ответственный","Путь"
"13.09.2021","АР","Элементы узла","АСК_Эл. узла_Уголок_ГОСТ 8509-93","1.0.1","Создано","Парфенов Владимир Анатольевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Элементы узла\Металлопрокат\АСК_Эл. узла_Уголок_ГОСТ 8509-93 (v1.0.1).rfa"
"14.09.2021","АР","Элементы узла","АСК_Эл. узла_Деформационный шов","2.0.1","Создано","Парфенов Владимир Анатольевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Элементы узла\АСК_Эл. узла_Деформационный шов (v2.0.1).rfa"
"14.09.2021","АР","Элементы узла","АСК_Эл. узла_Мембрана","2.0.1","Создано","Парфенов Владимир Анатольевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Элементы узла\АСК_Эл. узла_Мембрана (v2.0.1).rfa"
"16.09.2021","АР","Элементы узла","АСК_Эл. узла_Профлист","1.0.2","Создано","Парфенов Владимир Анатольевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Элементы узла\АСК_Эл. узла_Профлист (v1.0.2).rfa"
"17.09.2021","АР","Элементы узла","АСК_Эл. узла_Гидрошпонка_ДШКА-50_Аквастоп","1.0.2","Создано","Парфенов Владимир Анатольевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Элементы узла\Гидрошпонки\АСК_Эл. узла_Гидрошпонка_ДШКА-50_Аквастоп (v1.0.2).rfa"
"21.09.2021","АР","Элементы узла","АСК_Эл. узла_Анкер","1.0.1","Создано","Парфенов Владимир Анатольевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Элементы узла\АСК_Эл. узла_Анкер (v1.0.1).rfa"
"21.09.2021","АР","Элементы узла","АСК_Эл. узла_Утепление","1.0.1","Создано","Парфенов Владимир Анатольевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Элементы узла\АСК_Эл. узла_Утепление (v1.0.1).rfa"
"21.09.2021","АР","Элементы узла","АСК_Эл. узла_Двутавр_Ш_СТО АСЧМ 20-93","1.0.2","Создано","Парфенов Владимир Анатольевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Элементы узла\Металлопрокат\АСК_Эл. узла_Двутавр_Ш_СТО АСЧМ 20-93 (v1.0.2).rfa"
"21.09.2021","АР","Элементы узла","АСК_Эл. узла_Прокат_Профиль_ГОСТ 30245-2003","1.0.2","Создано","Парфенов Владимир Анатольевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Элементы узла\Металлопрокат\АСК_Эл. узла_Прокат_Профиль_ГОСТ 30245-2003 (v1.0.2).rfa"
"21.09.2021","АР","Элементы узла","АСК_Эл. узла_Прокат_Труба_ГОСТ 10704-91","1.0.2","Создано","Парфенов Владимир Анатольевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Элементы узла\Металлопрокат\АСК_Эл. узла_Прокат_Труба_ГОСТ 10704-91 (v1.0.2).rfa"
"21.09.2021","АР","Элементы узла","АСК_Эл. узла_Прокат_Труба_ГОСТ 3262-75","1.0.2","Создано","Парфенов Владимир Анатольевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Элементы узла\Металлопрокат\АСК_Эл. узла_Прокат_Труба_ГОСТ 3262-75 (v1.0.2).rfa"
"21.09.2021","АР","Элементы узла","АСК_Эл. узла_Уголок неравнопол_ГОСТ 8510-86","1.0.2","Создано","Парфенов Владимир Анатольевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Элементы узла\Металлопрокат\АСК_Эл. узла_Уголок неравнопол_ГОСТ 8510-86 (v1.0.2).rfa"
"21.09.2021","АР","Элементы узла","АСК_Эл. узла_Швеллер_Л_ГОСТ 8240-97","1.0.2","Создано","Парфенов Владимир Анатольевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Элементы узла\Металлопрокат\АСК_Эл. узла_Швеллер_Л_ГОСТ 8240-97 (v1.0.2).rfa"
"21.09.2021","АР","Элементы узла","АСК_Эл. узла_Швеллер_П_ГОСТ 8240-97","1.0.2","Создано","Парфенов Владимир Анатольевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Элементы узла\Металлопрокат\АСК_Эл. узла_Швеллер_П_ГОСТ 8240-97 (v1.0.2).rfa"
"21.09.2021","АР","Элементы узла","АСК_Эл. узла_Швеллер_С_ГОСТ 8240-97","1.0.2","Создано","Парфенов Владимир Анатольевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Элементы узла\Металлопрокат\АСК_Эл. узла_Швеллер_С_ГОСТ 8240-97 (v1.0.2).rfa"
"21.09.2021","АР","Элементы узла","АСК_Эл. узла_Швеллер_У_ГОСТ 8240-97","1.0.2","Создано","Парфенов Владимир Анатольевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Элементы узла\Металлопрокат\АСК_Эл. узла_Швеллер_У_ГОСТ 8240-97 (v1.0.2).rfa"
"21.09.2021","АР","Элементы узла","АСК_Эл. узла_Швеллер_Э_ГОСТ 8240-97","1.0.2","Создано","Парфенов Владимир Анатольевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Элементы узла\Металлопрокат\АСК_Эл. узла_Швеллер_Э_ГОСТ 8240-97 (v1.0.2).rfa"
"22.09.2021","АР","Элементы узла","АСК_Эл. узла_Решетка жалюзийная","1.0.2","Создано","Парфенов Владимир Анатольевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Элементы узла\АСК_Эл. узла_Решетка жалюзийная (v1.0.2).rfa"
"23.09.2021","АР","Обобщенные модели","АСК_Лючок_Пластмассовый","1.0.1","Создано","Парфенов Владимир Анатольевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Лючки и люки (Обобщенные модели)\АСК_Лючок_Пластмассовый (v1.0.1).rfa"
"24.09.2021","ОВ","Оборудование","АСК_Электроконвектор_ЭВУБ","1.0.1","Создано","Пятков Роман Анатольевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\06_ОВ\Радиаторы\Электроконвектор_ЭВУБ\АСК_Электроконвектор_ЭВУБ (v1.0.1).rfa"
"28.09.2021","АР","Каркас несущий","_АСК_Костыль_Гнутый","2.0.3","Создано","Парфенов Владимир Анатольевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Фасонные элементы (Каркас несущий)\Костыли\_АСК_Костыль_Гнутый (v2.0.3).rfa"
"28.09.2021","АР","Каркас несущий","_АСК_Костыль_Две пластины","2.0.3","Создано","Парфенов Владимир Анатольевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Фасонные элементы (Каркас несущий)\Костыли\_АСК_Костыль_Две пластины (v2.0.3).rfa"
"28.09.2021","АР","Каркас несущий","_АСК_Костыль_Уголок_Две пластины","2.0.3","Создано","Парфенов Владимир Анатольевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Фасонные элементы (Каркас несущий)\Костыли\_АСК_Костыль_Уголок_Две пластины (v2.0.3).rfa"
"28.09.2021","АР","Каркас несущий","_АСК_Костыль_Уголок_Пластина","2.0.3","Создано","Парфенов Владимир Анатольевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Фасонные элементы (Каркас несущий)\Костыли\_АСК_Костыль_Уголок_Пластина (v2.0.3).rfa"
"28.09.2021","АР","Каркас несущий","_АСК_Костыль_Гнутый дважды","2.0.2","Создано","Парфенов Владимир Анатольевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Элементы кровли\_АСК_Костыль_Гнутый дважды (v2.0.2).rfa"
"30.09.2021","ВК","Арматура трубопроводов","АСК_Фильтр_Сетчатый_FVR-D_Danfoss","1.0.2","Создано","Колпаков Семен Дмитриевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\05_ВК\Арматура трубопроводов\Фильтр_Сетчатый_FVR-D_Danfoss\АСК_Фильтр_Сетчатый_FVR-D_Danfoss (v1.0.2).rfa"
"06.10.2021","АР","Аннотации","АСК_Основная надпись_Задание","1.0.1","Создано","Парфенов Владимир Анатольевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Аннотации\Основные надписи\АСК_Основная надпись_Задание (v1.0.1).rfa"
"06.10.2021","ВК","Аннотации","АСК_Основная надпись_Задание","1.0.1","Создано","Колпаков Семен Дмитриевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\05_ВК\Аннотации\Основные надписи\АСК_Основная надпись_Задание (v1.0.1).rfa"
"11.10.2021","АР","Элементы узла","АСК_Эл. узла_Вентблок_Берит 2 отв","1.0.2","Создано","Парфенов Владимир Анатольевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\02_АР\Элементы узла\Вентканалы\АСК_Эл. узла_Вентблок_Берит 2 отв (v1.0.2).rfa"
"22.10.2021","ОВ","Оборудование","АСК_Вентилятор_Канальный_Круглый_VKK_Nevatom","1.0.1","Создано","Пятков Роман Анатольевич","P:\03_БИБЛИОТЕКА\Revit_6_Семейства\06_ОВ\Вентиляторы\Неватом\Канальные\АСК_Вентилятор_Канальный_Круглый_VKK_Nevatom (v1.0.1).rfa"
